index,datetime,soil_moisture,soil_temperature
615,2017-05-26 11:42:19,33.13,39.5
616,2017-05-26 11:44:19,33,39.5
617,2017-05-26 11:46:19,32.87,39.7
618,2017-05-26 11:48:19,32.85,39.5
619,2017-05-26 11:50:19,32.74,39.3
620,2017-05-26 11:52:19,32.79,39.2
621,2017-05-26 11:54:19,32.82,39.4
622,2017-05-26 12:04:11,32.5,39
623,2017-05-26 12:06:11,32.27,38.5
624,2017-05-26 12:08:11,32.29,38.3
625,2017-05-26 12:10:11,32.37,38.4
626,2017-05-26 12:12:11,32.27,38.8
627,2017-05-26 12:14:11,32.23,38.7
628,2017-05-26 12:16:11,32.17,38.7
629,2017-05-26 12:18:11,32.11,39.1
630,2017-05-26 12:20:11,32.02,39.5
631,2017-05-26 12:22:11,31.96,39.2
632,2017-05-26 12:24:11,32.02,39.2
633,2017-05-26 12:26:11,31.84,39.4
634,2017-05-26 12:28:11,31.92,39.8
635,2017-05-26 12:30:11,31.97,40
636,2017-05-26 12:32:11,31.77,40.2
637,2017-05-26 12:34:11,31.78,40
638,2017-05-26 12:36:11,31.71,39.8
639,2017-05-26 12:38:11,31.68,39.7
640,2017-05-26 12:40:11,31.63,40
641,2017-05-26 12:42:11,31.48,39.9
642,2017-05-26 12:44:11,31.61,39.9
643,2017-05-26 12:46:11,31.52,40.1
644,2017-05-26 12:48:11,31.49,40.5
645,2017-05-26 12:50:11,31.42,40.5
646,2017-05-26 12:52:11,31.46,40.6
647,2017-05-26 12:54:11,31.33,40.9
648,2017-05-26 12:56:11,31.32,40.5
649,2017-05-26 12:58:11,31.21,40.9
650,2017-05-26 13:00:11,31.09,40.6
651,2017-05-26 13:02:11,31.11,40.8
652,2017-05-26 13:10:10,30.78,39.9
653,2017-05-26 13:12:10,30.73,39.8
654,2017-05-26 13:14:10,30.72,40.4
655,2017-05-26 13:16:10,30.74,40.5
656,2017-05-26 13:18:10,30.7,40.2
657,2017-05-26 13:20:10,30.72,40
658,2017-05-26 13:22:10,30.54,40.3
659,2017-05-26 13:24:10,30.47,40.6
660,2017-05-26 13:26:10,30.55,40.7
661,2017-05-26 13:28:10,30.51,40.5
662,2017-05-26 13:30:10,30.3,40.3
663,2017-05-26 13:32:10,30.29,40.4
664,2017-05-26 13:34:10,30.44,40.4
665,2017-05-26 13:36:10,30.24,40.2
666,2017-05-26 13:38:10,30.31,40.4
667,2017-05-26 13:40:10,30.17,40.7
668,2017-05-26 13:42:10,30.3,41
669,2017-05-26 13:44:10,30.17,40.9
670,2017-05-26 13:46:10,30.24,41.1
671,2017-05-26 13:48:10,30.24,41.4
672,2017-05-26 13:50:10,30.02,41.5
673,2017-05-26 13:52:10,30.05,41.3
674,2017-05-26 13:54:10,30.13,40.6
675,2017-05-26 13:56:10,30.06,40.6
676,2017-05-26 13:58:10,29.96,40.6
677,2017-05-26 14:00:10,29.95,40.5
678,2017-05-26 14:02:10,29.85,39.5
679,2017-05-26 14:04:10,29.78,39.5
680,2017-05-26 14:06:10,29.9,39.5
681,2017-05-26 14:08:10,29.75,39.7
